date,direction,entry_ts,entry_price,or_width_pct,day_filter_passed,expiry_date,dte_entry_days,iv_used,pe_strike,pe_delta_target,pe_delta_actual,ce_strike,ce_delta_target,ce_delta_actual,pe_credit,ce_credit,total_credit,exit_ts,exit_reason,exit_price,pe_exit,ce_exit,gross_pnl_per_unit,gross_pnl_per_lot,slippage,brokerage,stt,net_pnl_per_lot
2024-03-05,SHORT,2024-03-05 10:20:00,22293.5,0.4614,True,2024-03-05,0,0.1437,22250.0,-0.1,-0.0357,22300.0,0.22,0.3957,0.34,6.79,7.13,2024-03-05 13:00:00,SL,22406.55,0.03,107.46,-100.36,-6523.4,260.0,80.0,0.23,-6863.63
2024-03-06,SHORT,2024-03-06 11:35:00,22234.75,0.536,True,2024-03-12,6,0.1451,21750.0,-0.1,-0.1054,22600.0,0.22,0.2093,21.03,48.51,69.54,2024-03-06 13:50:00,SL,22369.45,10.31,83.52,-24.29,-1578.85,260.0,80.0,2.26,-1921.11
2024-03-11,SHORT,2024-03-11 10:45:00,22415.65,0.4566,True,2024-03-12,1,0.1441,22200.0,-0.1,-0.0953,22550.0,0.22,0.2222,7.58,21.54,29.12,2024-03-11 15:25:00,EOD,22319.85,22.51,7.13,-0.52,-33.8,260.0,80.0,0.95,-374.75
2024-03-12,SHORT,2024-03-12 10:45:00,22298.75,0.6164,True,2024-03-12,0,0.1519,22250.0,-0.1,-0.028,22350.0,0.22,0.023,0.28,0.22,0.5,2024-03-12 15:25:00,EOD,22333.7,0.01,1.83,-1.34,-87.1,260.0,80.0,0.02,-427.12
2024-03-14,LONG,2024-03-14 10:40:00,22071.05,0.5856,True,2024-03-19,5,0.1736,21750.0,-0.22,-0.2192,22700.0,0.1,0.092,56.9,19.06,75.96,2024-03-14 15:25:00,EOD,22153.05,41.04,27.94,6.98,453.7,260.0,80.0,2.47,111.23
2024-03-15,SHORT,2024-03-15 10:25:00,21972.9,0.6351,True,2024-03-19,4,0.1727,21500.0,-0.1,-0.1053,22300.0,0.22,0.221,20.17,49.99,70.16,2024-03-15 15:25:00,EOD,21996.35,17.83,55.39,-3.06,-198.9,260.0,80.0,2.28,-541.18
2024-03-18,LONG,2024-03-18 12:15:00,22057.2,0.4985,True,2024-03-19,1,0.1756,21900.0,-0.22,-0.2113,22350.0,0.1,0.0792,24.39,7.24,31.63,2024-03-18 15:25:00,EOD,22051.5,25.62,6.8,-0.79,-51.35,260.0,80.0,1.03,-392.38
2024-03-19,SHORT,2024-03-19 10:25:00,21853.15,0.5564,True,2024-03-19,0,0.1745,21800.0,-0.1,-0.0321,21900.0,0.22,0.0525,0.36,0.64,1.0,2024-03-19 15:25:00,EOD,21810.35,3.95,0.01,-2.96,-192.4,260.0,80.0,0.03,-532.43
2024-03-20,SHORT,2024-03-20 10:30:00,21754.85,0.6203,True,2024-03-26,6,0.1836,21150.0,-0.1,-0.1047,22200.0,0.22,0.2109,25.89,60.5,86.39,2024-03-20 13:05:00,SL,21891.7,14.51,95.0,-23.12,-1502.8,260.0,80.0,2.81,-1845.61
2024-03-21,SHORT,2024-03-21 12:05:00,21965.65,0.4671,True,2024-03-26,5,0.1724,21450.0,-0.1,-0.1091,22350.0,0.22,0.2103,23.5,52.26,75.76,2024-03-21 15:25:00,EOD,22014.6,18.64,63.35,-6.23,-404.95,260.0,80.0,2.46,-747.41
2024-03-27,LONG,2024-03-27 11:00:00,22171.35,0.4911,True,2024-04-02,6,0.1492,21850.0,-0.22,-0.2037,22750.0,0.1,0.1001,48.93,19.94,68.87,2024-03-27 15:25:00,EOD,22147.2,54.05,17.64,-2.82,-183.3,260.0,80.0,2.24,-525.54
2024-04-03,LONG,2024-04-03 10:20:00,22461.2,0.4974,True,2024-04-09,6,0.1598,22150.0,-0.22,-0.2286,23100.0,0.1,0.0957,61.65,20.48,82.13,2024-04-03 15:25:00,EOD,22445.55,65.31,19.03,-2.21,-143.65,260.0,80.0,2.67,-486.32
2024-04-08,LONG,2024-04-08 11:35:00,22642.85,0.3572,True,2024-04-09,1,0.1217,22550.0,-0.22,-0.2495,22850.0,0.1,0.081,21.53,5.3,26.83,2024-04-08 15:25:00,EOD,22661.0,17.35,6.95,2.53,164.45,260.0,80.0,0.87,-176.42
2024-04-12,SHORT,2024-04-12 12:15:00,22623.9,0.4491,True,2024-04-16,4,0.12,22300.0,-0.1,-0.113,22850.0,0.22,0.2331,15.68,38.44,54.12,2024-04-12 15:25:00,EOD,22519.4,31.73,19.41,2.98,193.7,260.0,80.0,1.76,-148.06
2024-04-16,SHORT,2024-04-16 13:10:00,22099.2,0.4972,True,2024-04-16,0,0.1357,22050.0,-0.1,-0.0147,22150.0,0.22,0.0127,0.12,0.1,0.22,2024-04-16 15:25:00,EOD,22177.45,0.01,27.78,-27.57,-1792.05,260.0,80.0,0.01,-2132.06
2024-04-18,LONG,2024-04-18 11:05:00,22274.95,0.4837,True,2024-04-23,5,0.1393,22000.0,-0.22,-0.2048,22750.0,0.1,0.109,42.11,18.95,61.06,2024-04-18 13:25:00,SL,22163.45,70.2,9.61,-18.75,-1218.75,260.0,80.0,1.98,-1560.73
2024-04-19,LONG,2024-04-19 12:15:00,21943.8,0.5747,True,2024-04-23,4,0.1434,21700.0,-0.22,-0.212,22400.0,0.1,0.0941,39.92,14.4,54.32,2024-04-19 15:25:00,EOD,22149.7,11.69,47.64,-5.01,-325.65,260.0,80.0,1.77,-667.42
2024-04-24,LONG,2024-04-24 10:25:00,22458.0,0.2297,True,2024-04-30,6,0.1395,22200.0,-0.22,-0.2374,23000.0,0.1,0.103,56.45,19.55,76.0,2024-04-24 14:30:00,SL,22399.85,71.6,14.27,-9.87,-641.55,260.0,80.0,2.47,-984.02
2024-04-29,LONG,2024-04-29 10:30:00,22538.95,0.4037,True,2024-04-30,1,0.1512,22400.0,-0.22,-0.2095,22800.0,0.1,0.0765,21.21,6.11,27.32,2024-04-29 15:25:00,EOD,22633.15,7.58,17.86,1.88,122.2,260.0,80.0,0.89,-218.69
2024-04-30,LONG,2024-04-30 10:50:00,22765.9,0.4106,True,2024-04-30,0,0.1629,22750.0,-0.22,-0.2839,22800.0,0.1,0.1127,4.95,1.53,6.48,2024-04-30 15:00:00,SL,22661.8,88.12,0.01,-81.65,-5307.25,260.0,80.0,0.21,-5647.46
2024-05-07,SHORT,2024-05-07 10:20:00,22368.25,0.5504,True,2024-05-07,0,0.1496,22300.0,-0.1,-0.0034,22400.0,0.22,0.1055,0.03,1.28,1.31,2024-05-07 15:25:00,EOD,22304.5,5.07,0.01,-3.77,-245.05,260.0,80.0,0.04,-585.09
2024-05-08,LONG,2024-05-08 11:45:00,22313.9,0.4787,True,2024-05-14,6,0.1389,22050.0,-0.22,-0.2306,22850.0,0.1,0.1031,53.78,19.37,73.15,2024-05-08 15:25:00,EOD,22306.75,55.44,18.64,-0.93,-60.45,260.0,80.0,2.38,-402.83
2024-05-09,SHORT,2024-05-09 10:20:00,22151.6,0.5578,True,2024-05-14,5,0.1341,21750.0,-0.1,-0.1092,22450.0,0.22,0.2153,18.42,42.33,60.75,2024-05-09 15:25:00,EOD,21968.15,49.58,15.0,-3.83,-248.95,260.0,80.0,1.97,-590.92
2024-05-14,LONG,2024-05-14 11:15:00,22185.15,0.4594,True,2024-05-14,0,0.1471,22150.0,-0.22,-0.0762,22250.0,0.1,0.0044,0.84,0.03,0.87,2024-05-14 15:25:00,EOD,22223.8,0.01,0.52,0.34,22.1,260.0,80.0,0.03,-317.93
2024-05-15,SHORT,2024-05-15 10:35:00,22159.95,0.6141,True,2024-05-21,6,0.1508,21650.0,-0.1,-0.1022,22500.0,0.22,0.2349,20.98,58.32,79.3,2024-05-15 15:25:00,EOD,22210.4,16.33,71.11,-8.14,-529.1,260.0,80.0,2.58,-871.68
2024-05-16,SHORT,2024-05-16 10:20:00,22178.4,0.5116,True,2024-05-21,5,0.1502,21700.0,-0.1,-0.0969,22500.0,0.22,0.2238,17.9,49.9,67.8,2024-05-16 14:55:00,SL,22330.0,7.46,93.42,-33.08,-2150.2,260.0,80.0,2.2,-2492.4
2024-05-17,LONG,2024-05-17 10:30:00,22443.9,0.3831,True,2024-05-21,4,0.1539,22200.0,-0.22,-0.2325,22950.0,0.1,0.0914,49.43,15.27,64.7,2024-05-17 15:25:00,EOD,22465.55,44.59,17.36,2.75,178.75,260.0,80.0,2.1,-163.35
2024-05-21,LONG,2024-05-21 11:25:00,22512.05,0.4664,True,2024-05-21,0,0.1497,22500.0,-0.22,-0.3166,22550.0,0.1,0.0687,5.22,0.77,5.99,2024-05-21 15:25:00,EOD,22507.55,4.01,0.06,1.92,124.8,260.0,80.0,0.19,-215.39
2024-05-22,LONG,2024-05-22 12:15:00,22581.85,0.4192,True,2024-05-28,6,0.1375,22300.0,-0.22,-0.2172,23150.0,0.1,0.0902,49.85,16.53,66.38,2024-05-22 15:25:00,EOD,22620.5,41.99,20.33,4.06,263.9,260.0,80.0,2.16,-78.26
2024-05-23,LONG,2024-05-23 10:20:00,22707.6,0.4956,True,2024-05-28,5,0.1387,22450.0,-0.22,-0.2218,23200.0,0.1,0.104,47.39,18.17,65.56,2024-05-23 15:25:00,EOD,22951.0,13.06,62.11,-9.61,-624.65,260.0,80.0,2.13,-966.78
2024-05-24,LONG,2024-05-24 13:00:00,23013.55,0.4193,True,2024-05-28,4,0.169,22700.0,-0.22,-0.2048,23550.0,0.1,0.1051,47.27,20.31,67.58,2024-05-24 15:25:00,EOD,22952.0,61.26,14.64,-8.32,-540.8,260.0,80.0,2.2,-883.0
2024-05-28,SHORT,2024-05-28 12:30:00,22913.4,0.2881,True,2024-05-28,0,0.16,22850.0,-0.1,-0.0108,22950.0,0.22,0.0939,0.1,1.22,1.32,2024-05-28 15:25:00,EOD,22868.65,1.77,0.01,-0.46,-29.9,260.0,80.0,0.04,-369.94
2024-05-29,SHORT,2024-05-29 10:20:00,22724.75,0.34,True,2024-06-04,6,0.1539,22200.0,-0.1,-0.106,23100.0,0.22,0.2218,22.95,56.64,79.59,2024-05-29 15:25:00,EOD,22705.8,25.04,52.55,2.0,130.0,260.0,80.0,2.59,-212.59
2024-06-11,LONG,2024-06-11 10:35:00,23344.75,0.5154,True,2024-06-11,0,0.25,23300.0,-0.22,-0.1541,23400.0,0.1,0.1059,3.55,2.23,5.78,2024-06-11 15:25:00,EOD,23261.8,39.81,0.01,-34.04,-2212.6,260.0,80.0,0.19,-2552.79
2024-06-19,SHORT,2024-06-19 10:20:00,23467.35,0.5504,True,2024-06-25,6,0.25,22550.0,-0.1,-0.0979,24100.0,0.22,0.2175,35.2,92.13,127.33,2024-06-19 14:30:00,SL,23630.85,21.97,133.19,-27.83,-1808.95,260.0,80.0,4.14,-2153.09
2024-06-21,SHORT,2024-06-21 10:45:00,23510.55,0.4245,True,2024-06-25,4,0.25,22750.0,-0.1,-0.0973,24000.0,0.22,0.2275,28.51,80.1,108.61,2024-06-21 15:25:00,EOD,23453.15,34.58,67.83,6.2,403.0,260.0,80.0,3.53,59.47
2024-06-24,LONG,2024-06-24 11:00:00,23505.85,0.457,True,2024-06-25,1,0.25,23250.0,-0.22,-0.1959,23900.0,0.1,0.1055,33.64,15.45,49.09,2024-06-24 15:25:00,EOD,23548.65,26.05,20.55,2.49,161.85,260.0,80.0,1.6,-179.75
2024-06-26,LONG,2024-06-26 10:55:00,23764.3,0.334,True,2024-07-02,6,0.2172,23300.0,-0.22,-0.2234,24650.0,0.1,0.1036,86.39,32.3,118.69,2024-06-26 15:25:00,EOD,23840.25,70.68,40.99,7.02,456.3,260.0,80.0,3.86,112.44
2024-07-01,LONG,2024-07-01 11:25:00,24115.1,0.433,True,2024-07-02,1,0.12,24000.0,-0.22,-0.2138,24300.0,0.1,0.1181,18.48,8.75,27.23,2024-07-01 15:25:00,EOD,24123.15,16.82,9.74,0.67,43.55,260.0,80.0,0.88,-297.33
2024-07-05,LONG,2024-07-05 11:35:00,24272.4,0.3811,True,2024-07-09,4,0.12,24050.0,-0.22,-0.2131,24700.0,0.1,0.0922,37.15,13.03,50.18,2024-07-05 15:25:00,EOD,24316.75,28.6,17.69,3.89,252.85,260.0,80.0,1.63,-88.78
2024-07-08,SHORT,2024-07-08 12:10:00,24252.65,0.3145,True,2024-07-09,1,0.12,24050.0,-0.1,-0.0858,24400.0,0.22,0.1754,6.01,14.36,20.37,2024-07-08 15:20:00,SL,24338.85,1.56,36.81,-18.0,-1170.0,260.0,80.0,0.66,-1510.66
2024-07-09,LONG,2024-07-09 11:15:00,24388.5,0.2205,True,2024-07-09,0,0.12,24350.0,-0.22,-0.0403,24450.0,0.1,0.0028,0.36,0.02,0.38,2024-07-09 15:25:00,EOD,24417.25,0.01,0.1,0.27,17.55,260.0,80.0,0.01,-322.46
2024-07-10,SHORT,2024-07-10 10:20:00,24252.1,0.6129,True,2024-07-16,6,0.12,23800.0,-0.1,-0.0968,24550.0,0.22,0.2369,17.09,51.46,68.55,2024-07-10 15:25:00,EOD,24312.4,12.03,67.3,-10.78,-700.7,260.0,80.0,2.23,-1042.93
2024-07-11,SHORT,2024-07-11 10:55:00,24241.2,0.6482,True,2024-07-16,5,0.12,23850.0,-0.1,-0.1096,24550.0,0.22,0.203,18.11,38.49,56.6,2024-07-11 15:25:00,EOD,24338.5,9.76,62.47,-15.63,-1015.95,260.0,80.0,1.84,-1357.79
2024-07-12,LONG,2024-07-12 10:50:00,24477.85,0.4505,True,2024-07-16,4,0.12,24250.0,-0.22,-0.2097,24900.0,0.1,0.0971,36.7,13.98,50.68,2024-07-12 15:25:00,EOD,24512.4,30.0,17.69,2.99,194.35,260.0,80.0,1.65,-147.3
2024-07-15,LONG,2024-07-15 11:45:00,24602.1,0.3069,True,2024-07-16,1,0.12,24500.0,-0.22,-0.244,24800.0,0.1,0.1067,22.39,7.89,30.28,2024-07-15 15:25:00,EOD,24588.35,25.94,6.53,-2.19,-142.35,260.0,80.0,0.98,-483.33
2024-07-16,LONG,2024-07-16 10:30:00,24652.25,0.2045,True,2024-07-16,0,0.12,24600.0,-0.22,-0.0095,24700.0,0.1,0.0166,0.07,0.13,0.2,2024-07-16 14:30:00,SL,24599.75,12.62,0.01,-12.43,-807.95,260.0,80.0,0.01,-1147.96
2024-07-18,LONG,2024-07-18 13:10:00,24711.6,0.6682,True,2024-07-23,5,0.12,24450.0,-0.22,-0.2038,25200.0,0.1,0.0929,39.96,14.96,54.92,2024-07-18 15:25:00,EOD,24779.35,27.92,22.45,4.55,295.75,260.0,80.0,1.78,-46.03
2024-07-23,SHORT,2024-07-23 12:15:00,24283.2,0.6502,True,2024-07-23,0,0.12,24250.0,-0.1,-0.0651,24300.0,0.22,0.2241,0.63,2.85,3.48,2024-07-23 15:25:00,EOD,24476.4,0.01,176.45,-172.98,-11243.7,260.0,80.0,0.11,-11583.81
2024-07-24,SHORT,2024-07-24 12:15:00,24326.25,0.5366,True,2024-07-30,6,0.12,23900.0,-0.1,-0.1101,24650.0,0.22,0.2171,20.03,46.08,66.11,2024-07-24 15:25:00,EOD,24441.9,10.25,76.82,-20.96,-1362.4,260.0,80.0,2.15,-1704.55
2024-07-29,LONG,2024-07-29 11:35:00,24983.85,0.4449,True,2024-07-30,1,0.1474,24850.0,-0.22,-0.2348,25250.0,0.1,0.0891,26.59,7.93,34.52,2024-07-29 12:15:00,SL,24869.8,65.03,1.91,-32.42,-2107.3,260.0,80.0,1.12,-2448.42
2024-08-01,SHORT,2024-08-01 11:45:00,24990.65,0.2779,True,2024-08-06,5,0.142,24500.0,-0.1,-0.1047,25350.0,0.22,0.2126,20.92,49.75,70.67,2024-08-01 15:25:00,EOD,25006.0,19.37,53.1,-1.8,-117.0,260.0,80.0,2.3,-459.3
2024-08-05,SHORT,2024-08-05 10:45:00,24145.85,0.6512,True,2024-08-06,1,0.1581,23900.0,-0.1,-0.1034,24300.0,0.22,0.2286,9.88,26.39,36.27,2024-08-05 15:25:00,EOD,24051.8,24.41,10.78,1.08,70.2,260.0,80.0,1.18,-270.98
2024-08-08,LONG,2024-08-08 12:10:00,24307.1,0.5979,True,2024-08-13,5,0.236,23800.0,-0.22,-0.2092,25200.0,0.1,0.1038,80.46,32.88,113.34,2024-08-08 13:25:00,SL,24119.3,127.86,17.59,-32.11,-2087.15,260.0,80.0,3.68,-2430.83
2024-08-12,LONG,2024-08-12 10:40:00,24351.55,0.4609,True,2024-08-13,1,0.2415,24100.0,-0.22,-0.2,24750.0,0.1,0.1032,34.57,15.06,49.63,2024-08-12 15:25:00,EOD,24348.8,35.12,14.78,-0.27,-17.55,260.0,80.0,1.61,-359.16
2024-08-13,SHORT,2024-08-13 10:20:00,24298.25,0.2492,True,2024-08-13,0,0.2415,24250.0,-0.1,-0.1373,24350.0,0.22,0.1224,3.09,2.68,5.77,2024-08-13 15:25:00,EOD,24141.2,108.76,0.01,-103.0,-6695.0,260.0,80.0,0.19,-7035.19
2024-08-20,LONG,2024-08-20 12:55:00,24729.4,0.496,True,2024-08-20,0,0.2435,24700.0,-0.22,-0.258,24800.0,0.1,0.0609,7.08,1.2,8.28,2024-08-20 15:25:00,EOD,24672.85,30.67,0.01,-22.4,-1456.0,260.0,80.0,0.27,-1796.27
2024-08-21,LONG,2024-08-21 10:20:00,24743.9,0.2906,True,2024-08-27,6,0.2458,24200.0,-0.22,-0.2252,25800.0,0.1,0.1009,103.04,36.85,139.89,2024-08-21 15:25:00,EOD,24781.9,94.76,40.85,4.28,278.2,260.0,80.0,4.55,-66.35
2024-08-27,LONG,2024-08-27 11:15:00,25061.25,0.2803,True,2024-08-27,0,0.158,25050.0,-0.22,-0.352,25100.0,0.1,0.0984,7.11,1.39,8.5,2024-08-27 15:25:00,EOD,24997.05,52.95,0.01,-44.46,-2889.9,260.0,80.0,0.28,-3230.18
2024-08-28,LONG,2024-08-28 11:15:00,25065.65,0.3345,True,2024-09-03,6,0.1552,24700.0,-0.22,-0.2112,25750.0,0.1,0.0985,60.26,22.98,83.24,2024-08-28 15:25:00,EOD,25044.85,64.78,21.01,-2.55,-165.75,260.0,80.0,2.71,-508.46
2024-08-29,LONG,2024-08-29 12:25:00,25142.9,0.4015,True,2024-09-03,5,0.1425,24850.0,-0.22,-0.2223,25700.0,0.1,0.1052,54.07,20.95,75.02,2024-08-29 14:00:00,SL,25017.5,87.94,10.77,-23.69,-1539.85,260.0,80.0,2.44,-1882.29
2024-09-02,SHORT,2024-09-02 12:40:00,25276.8,0.2057,True,2024-09-03,1,0.12,25100.0,-0.1,-0.1253,25400.0,0.22,0.2289,9.91,21.03,30.94,2024-09-02 15:25:00,EOD,25273.9,10.28,20.37,0.29,18.85,260.0,80.0,1.01,-322.16
2024-09-04,LONG,2024-09-04 13:15:00,25175.8,0.2974,True,2024-09-10,6,0.12,24900.0,-0.22,-0.2139,25700.0,0.1,0.1034,47.48,18.97,66.45,2024-09-04 15:25:00,EOD,25206.35,41.29,22.36,2.8,182.0,260.0,80.0,2.16,-160.16
2024-09-05,SHORT,2024-09-05 10:25:00,25175.45,0.3514,True,2024-09-10,5,0.12,24750.0,-0.1,-0.0996,25500.0,0.22,0.2,16.75,39.21,55.96,2024-09-05 15:25:00,EOD,25144.8,20.05,33.45,2.46,159.9,260.0,80.0,1.82,-181.92
2024-09-09,LONG,2024-09-09 10:40:00,24888.85,0.4658,True,2024-09-10,1,0.12,24750.0,-0.22,-0.1782,25100.0,0.1,0.0945,15.12,6.9,22.02,2024-09-09 15:25:00,EOD,24942.25,7.73,13.72,0.57,37.05,260.0,80.0,0.72,-303.67
2024-09-10,LONG,2024-09-10 11:55:00,25024.55,0.474,True,2024-09-10,0,0.12,25000.0,-0.22,-0.1385,25050.0,0.1,0.1321,1.6,1.51,3.11,2024-09-10 15:25:00,EOD,25052.1,0.01,7.54,-4.44,-288.6,260.0,80.0,0.1,-628.7
2024-09-17,LONG,2024-09-17 11:20:00,25428.35,0.255,True,2024-09-17,0,0.1477,25400.0,-0.22,-0.1579,25500.0,0.1,0.0059,2.35,0.05,2.4,2024-09-17 15:25:00,EOD,25407.15,4.91,0.01,-2.52,-163.8,260.0,80.0,0.08,-503.88
2024-09-18,LONG,2024-09-18 10:40:00,25466.5,0.2455,True,2024-09-24,6,0.1477,25150.0,-0.22,-0.2339,26150.0,0.1,0.0914,66.55,20.34,86.89,2024-09-18 13:05:00,SL,25380.8,89.02,13.66,-15.79,-1026.35,260.0,80.0,2.82,-1369.17
2024-09-19,SHORT,2024-09-19 11:25:00,25440.05,0.5112,True,2024-09-24,5,0.1473,24900.0,-0.1,-0.0959,25800.0,0.22,0.2251,19.88,56.54,76.42,2024-09-19 15:25:00,EOD,25445.0,19.41,57.67,-0.66,-42.9,260.0,80.0,2.48,-385.38
2024-09-25,SHORT,2024-09-25 11:50:00,25877.75,0.2412,True,2024-10-01,6,0.1679,25200.0,-0.1,-0.0979,26350.0,0.22,0.2177,25.94,68.65,94.59,2024-09-25 15:00:00,SL,25954.15,19.31,86.88,-11.6,-754.0,260.0,80.0,3.07,-1097.07
2024-09-26,LONG,2024-09-26 11:50:00,26081.55,0.2954,True,2024-10-01,5,0.1657,25700.0,-0.22,-0.2074,26750.0,0.1,0.1058,59.72,25.42,85.14,2024-09-26 15:25:00,EOD,26184.65,41.17,38.42,5.55,360.75,260.0,80.0,2.77,17.98
2024-09-27,SHORT,2024-09-27 12:50:00,26196.15,0.2402,True,2024-10-01,4,0.1416,25700.0,-0.1,-0.0893,26500.0,0.22,0.235,16.15,53.04,69.19,2024-09-27 15:25:00,EOD,26175.0,18.13,48.24,2.82,183.3,260.0,80.0,2.25,-158.95
2024-09-30,SHORT,2024-09-30 10:35:00,25953.9,0.6669,True,2024-10-01,1,0.145,25700.0,-0.1,-0.093,26100.0,0.22,0.2381,8.58,27.46,36.04,2024-09-30 15:25:00,EOD,25822.8,30.31,7.5,-1.77,-115.05,260.0,80.0,1.17,-456.22
2024-10-01,SHORT,2024-10-01 10:30:00,25761.95,0.4636,True,2024-10-01,0,0.1786,25700.0,-0.1,-0.0369,25800.0,0.22,0.1378,0.51,2.43,2.94,2024-10-01 15:25:00,EOD,25812.55,0.01,17.38,-14.45,-939.25,260.0,80.0,0.1,-1279.35
2024-10-07,SHORT,2024-10-07 10:35:00,24968.55,0.4974,True,2024-10-08,1,0.201,24650.0,-0.1,-0.107,25200.0,0.22,0.1964,13.56,28.51,42.07,2024-10-07 15:25:00,EOD,24819.0,39.36,9.01,-6.3,-409.5,260.0,80.0,1.37,-750.87
2024-10-08,LONG,2024-10-08 10:30:00,24918.6,0.5831,True,2024-10-08,0,0.2057,24900.0,-0.22,-0.3143,25000.0,0.1,0.0181,7.86,0.25,8.11,2024-10-08 15:25:00,EOD,25039.5,0.01,40.47,-32.37,-2104.05,260.0,80.0,0.26,-2444.31
2024-10-09,LONG,2024-10-09 10:45:00,25205.35,0.6352,True,2024-10-15,6,0.2143,24700.0,-0.22,-0.2148,26150.0,0.1,0.0991,85.91,32.09,118.0,2024-10-09 14:45:00,SL,25031.35,130.1,18.26,-30.36,-1973.4,260.0,80.0,3.83,-2317.23
2024-10-11,SHORT,2024-10-11 11:20:00,24929.85,0.3782,True,2024-10-15,4,0.214,24250.0,-0.1,-0.1007,25400.0,0.22,0.2144,26.91,67.44,94.35,2024-10-11 15:25:00,EOD,24975.05,22.67,77.68,-6.0,-390.0,260.0,80.0,3.07,-733.07
2024-10-14,LONG,2024-10-14 11:45:00,25143.85,0.4575,True,2024-10-15,1,0.1886,24950.0,-0.22,-0.2098,25450.0,0.1,0.1144,29.6,13.77,43.37,2024-10-14 15:25:00,EOD,25142.3,29.92,13.6,-0.15,-9.75,260.0,80.0,1.41,-351.16
2024-10-16,SHORT,2024-10-16 11:15:00,24981.3,0.3951,True,2024-10-22,6,0.1894,24250.0,-0.1,-0.1003,25500.0,0.22,0.2147,29.11,73.3,102.41,2024-10-16 15:25:00,EOD,24959.9,31.32,68.81,2.28,148.2,260.0,80.0,3.33,-195.13
2024-10-30,LONG,2024-10-30 11:20:00,24466.05,0.4062,True,2024-11-05,6,0.1311,24200.0,-0.22,-0.235,25050.0,0.1,0.0915,57.01,17.38,74.39,2024-10-30 14:10:00,SL,24337.6,93.81,8.5,-27.92,-1814.8,260.0,80.0,2.42,-2157.22
2024-10-31,SHORT,2024-10-31 12:15:00,24228.4,0.5701,True,2024-11-05,5,0.132,23800.0,-0.1,-0.1112,24550.0,0.22,0.2153,20.29,45.62,65.91,2024-10-31 15:25:00,EOD,24238.5,19.19,47.83,-1.11,-72.15,260.0,80.0,2.14,-414.29
2024-11-05,SHORT,2024-11-05 11:35:00,23898.45,0.4919,True,2024-11-05,0,0.1425,23850.0,-0.1,-0.0295,23950.0,0.22,0.0229,0.29,0.22,0.51,2024-11-05 13:25:00,SL,24026.25,0.01,78.34,-77.84,-5059.6,260.0,80.0,0.02,-5399.62
2024-11-12,SHORT,2024-11-12 12:40:00,24050.05,0.5052,True,2024-11-12,0,0.1662,24000.0,-0.1,-0.0482,24100.0,0.22,0.0496,0.61,0.62,1.23,2024-11-12 15:25:00,EOD,23842.95,157.01,0.01,-155.79,-10126.35,260.0,80.0,0.04,-10466.39
