label,symbol,trades,win_rate,profit_factor,total_pnl,avg_win,avg_loss,max_dd,sharpe,target_exits,sl_exits,eod_exits,long_wr,short_wr
VCPR,ADANIENT,385,49.09,1.29,1182.45,27.71,-20.68,358.6,1.41,83,115,187,40.37,55.36
VCPR,TATASTEEL,165,52.12,1.65,62.55,1.85,-1.22,11.86,1.93,27,38,100,48.05,55.68
VCPR,BEL,173,55.49,1.54,119.29,3.53,-2.85,18.6,1.5,25,29,119,57.89,53.61
VCPR,VEDL,165,55.76,1.27,104.31,5.36,-5.33,45.65,0.85,17,37,111,62.11,47.14
VCPR,BANKBARODA,153,44.44,0.89,-19.43,2.4,-2.15,36.72,-0.43,16,37,100,40.26,48.68
VCPR,BPCL,375,49.6,1.05,26.13,2.97,-2.79,94.14,0.28,40,97,238,50.57,48.74
VCPR,M&M,141,48.94,0.98,-29.85,26.1,-25.42,306.5,-0.06,16,30,95,50.0,47.54
VCPR,BAJFINANCE,143,39.86,0.93,-37.28,8.42,-6.01,171.83,-0.28,17,35,91,40.0,39.71
PCPR,ADANIENT,251,50.6,1.18,476.05,24.64,-21.4,179.45,0.86,53,79,119,33.77,58.05
PCPR,TATASTEEL,239,50.63,1.31,43.03,1.49,-1.16,18.22,1.29,41,54,144,45.56,53.69
PCPR,BEL,210,55.24,1.44,102.07,2.9,-2.49,36.65,1.58,28,41,141,55.67,54.87
PCPR,VEDL,231,47.19,1.03,16.49,4.97,-4.3,87.3,0.14,33,61,137,52.42,41.12
PCPR,BANKBARODA,232,49.14,0.97,-8.89,2.18,-2.18,31.83,-0.17,42,64,126,46.99,50.34
PCPR,BPCL,230,47.83,0.98,-6.12,2.73,-2.56,76.27,-0.09,25,57,148,51.38,44.63
PCPR,M&M,215,52.09,1.14,333.88,24.04,-22.9,328.91,0.6,29,37,149,52.94,51.54
PCPR,BAJFINANCE,237,43.88,1.05,35.42,7.48,-5.58,169.4,0.23,38,58,141,43.01,44.44
PHL,ADANIENT,248,56.45,1.52,1185.4,24.8,-21.17,165.15,1.73,54,68,126,66.67,56.33
PHL,TATASTEEL,179,49.16,1.43,48.16,1.81,-1.22,13.39,1.38,26,34,119,42.11,57.14
PHL,BEL,168,58.33,1.79,149.17,3.44,-2.69,25.18,1.93,28,29,111,55.21,62.5
PHL,VEDL,186,52.15,1.31,124.61,5.39,-4.47,59.72,1.05,21,41,124,53.12,50.0
PHL,BANKBARODA,184,41.85,0.79,-47.87,2.29,-2.1,69.31,-0.87,17,45,122,42.0,41.67
PHL,BPCL,231,48.92,1.04,12.28,2.82,-2.6,67.31,0.17,24,53,154,42.86,49.11
PHL,M&M,153,50.33,1.03,61.93,25.74,-25.26,495.15,0.13,17,27,109,53.09,47.22
PHL,BAJFINANCE,191,44.5,1.05,31.19,7.21,-5.49,90.04,0.22,24,40,127,47.67,41.9
PVT_0.1,ADANIENT,391,48.85,1.26,1114.25,28.32,-21.47,344.3,1.29,78,117,196,39.39,55.75
PVT_0.1,TATASTEEL,345,50.43,1.43,85.49,1.63,-1.15,12.86,1.96,50,76,219,46.95,53.59
PVT_0.1,BEL,350,54.0,1.35,155.68,3.19,-2.78,44.87,1.57,51,69,230,54.42,53.69
PVT_0.1,VEDL,354,48.31,1.05,37.12,5.01,-4.48,87.39,0.24,39,90,225,50.87,45.86
PVT_0.1,BANKBARODA,362,43.92,0.86,-60.18,2.25,-2.06,98.58,-0.86,41,101,220,40.46,47.09
PVT_0.1,BPCL,379,49.6,1.02,10.4,2.91,-2.81,100.07,0.11,39,96,244,50.57,48.78
PVT_0.1,M&M,344,51.16,1.15,593.68,26.31,-24.03,469.85,0.79,50,63,231,51.45,50.88
PVT_0.1,BAJFINANCE,346,45.09,1.07,73.62,7.42,-5.7,178.48,0.38,50,85,211,45.24,44.94
PVT_0.2,ADANIENT,375,49.6,1.29,1148.6,27.7,-21.19,344.3,1.36,77,109,189,40.13,56.05
PVT_0.2,TATASTEEL,290,49.31,1.37,64.23,1.66,-1.18,15.67,1.56,40,68,182,45.77,52.7
PVT_0.2,BEL,300,53.0,1.31,121.38,3.25,-2.8,31.02,1.3,45,61,194,53.85,52.35
PVT_0.2,VEDL,309,49.51,1.05,39.48,5.03,-4.68,59.67,0.27,32,78,199,51.95,47.1
PVT_0.2,BANKBARODA,299,44.15,0.84,-56.68,2.31,-2.17,92.78,-0.85,35,82,182,44.2,44.1
PVT_0.2,BPCL,365,48.77,1.01,5.0,2.93,-2.76,98.47,0.06,36,96,233,50.0,47.76
PVT_0.2,M&M,285,49.47,1.02,65.24,25.83,-24.84,667.05,0.1,38,56,191,50.35,48.59
PVT_0.2,BAJFINANCE,293,43.34,0.99,-12.55,7.32,-5.67,206.0,-0.07,39,73,181,40.43,46.05
PVT_0.3,ADANIENT,356,49.44,1.29,1098.1,28.04,-21.32,340.8,1.32,74,107,175,39.42,55.71
PVT_0.3,TATASTEEL,234,50.85,1.5,68.19,1.72,-1.18,7.97,1.79,33,53,148,46.9,54.55
PVT_0.3,BEL,245,54.69,1.47,145.86,3.39,-2.78,28.9,1.65,42,44,159,58.65,51.77
PVT_0.3,VEDL,258,48.06,0.97,-20.14,5.07,-4.84,106.62,-0.14,20,65,173,54.2,41.73
PVT_0.3,BANKBARODA,238,44.12,0.82,-51.65,2.29,-2.2,88.83,-0.84,27,61,150,43.75,44.44
PVT_0.3,BPCL,356,48.03,0.97,-15.27,2.9,-2.76,104.37,-0.17,35,96,225,49.03,47.26
PVT_0.3,M&M,232,49.57,1.02,62.59,26.08,-25.1,582.33,0.1,32,47,153,50.0,49.14
PVT_0.3,BAJFINANCE,228,43.86,1.0,-1.1,7.19,-5.63,151.83,-0.01,29,49,150,41.9,45.53
ID,ADANIENT,241,50.21,1.32,833.8,28.34,-21.63,306.8,1.16,50,74,117,39.13,57.05
ID,TATASTEEL,172,52.91,1.56,52.08,1.6,-1.15,12.77,1.74,27,38,107,43.84,59.6
ID,BEL,227,54.19,1.36,106.33,3.25,-2.83,23.0,1.47,38,44,145,50.0,57.36
ID,VEDL,232,49.57,0.99,-3.32,4.74,-4.69,75.03,-0.03,26,60,146,52.73,46.72
ID,BANKBARODA,228,45.61,0.91,-24.64,2.32,-2.15,52.35,-0.46,33,66,129,42.0,48.44
ID,BPCL,226,53.54,1.21,62.88,2.96,-2.81,43.73,0.92,26,60,140,49.5,56.8
ID,M&M,158,53.8,1.34,522.37,24.38,-21.23,194.45,1.13,25,24,109,57.65,49.32
ID,BAJFINANCE,160,45.0,0.99,-7.26,6.76,-5.61,193.35,-0.06,24,43,93,52.0,38.82
NR4,ADANIENT,88,48.86,1.27,249.1,27.24,-20.49,124.1,0.74,21,27,40,37.84,56.86
NR4,TATASTEEL,87,56.32,1.65,28.48,1.48,-1.16,10.61,1.38,16,19,52,51.35,60.0
NR4,BEL,138,54.35,1.24,42.14,2.92,-2.81,25.7,0.78,18,27,93,54.39,54.32
NR4,VEDL,147,56.46,1.28,89.42,4.88,-4.93,45.65,0.87,21,34,92,62.16,50.68
NR4,BANKBARODA,154,49.35,0.99,-1.78,2.33,-2.29,29.47,-0.04,26,46,82,48.48,50.0
NR4,BPCL,86,52.33,1.13,14.52,2.81,-2.73,36.1,0.37,11,25,50,45.0,58.7
NR4,M&M,77,48.05,1.12,99.12,25.5,-21.11,308.8,0.32,11,14,52,48.84,47.06
NR4,BAJFINANCE,84,44.05,0.98,-4.15,6.83,-5.47,117.0,-0.05,13,25,46,45.95,42.55
NR7,ADANIENT,52,55.77,1.59,271.1,25.29,-20.1,95.8,1.06,12,16,24,47.83,62.07
NR7,TATASTEEL,49,59.18,1.98,22.16,1.54,-1.13,5.11,1.43,10,10,29,58.33,60.0
NR7,BEL,49,55.1,1.13,7.21,2.3,-2.49,13.1,0.29,7,11,31,40.0,65.52
NR7,VEDL,106,57.55,1.27,67.14,5.2,-5.56,45.65,0.7,14,25,67,62.0,53.57
NR7,BANKBARODA,116,46.55,0.91,-12.31,2.42,-2.31,27.23,-0.31,18,34,64,44.44,48.39
NR7,BPCL,48,52.08,1.11,7.32,2.85,-2.78,23.98,0.24,6,14,28,42.31,63.64
NR7,M&M,44,40.91,0.79,-111.98,22.75,-20.06,214.6,-0.51,4,6,34,42.86,37.5
NR7,BAJFINANCE,53,35.85,0.68,-61.5,6.76,-5.59,117.5,-0.92,6,16,31,38.1,34.38
VCPR_PCPR,ADANIENT,241,51.04,1.2,498.45,24.04,-20.83,300.35,0.95,52,77,112,34.29,57.89
VCPR_PCPR,TATASTEEL,91,52.75,1.58,30.22,1.72,-1.22,10.38,1.32,19,20,52,54.55,52.17
VCPR_PCPR,BEL,86,54.65,1.34,34.8,2.91,-2.61,21.65,0.81,8,16,62,58.0,50.0
VCPR_PCPR,VEDL,90,53.33,1.24,48.32,5.16,-4.75,32.95,0.61,9,24,57,60.94,34.62
VCPR_PCPR,BANKBARODA,83,45.78,0.86,-14.25,2.26,-2.23,21.4,-0.44,10,22,51,42.11,46.88
VCPR_PCPR,BPCL,228,47.81,0.99,-3.02,2.76,-2.55,76.27,-0.05,25,56,147,50.93,45.0
VCPR_PCPR,M&M,81,53.09,1.21,195.83,26.13,-24.42,142.3,0.57,11,11,59,66.67,48.33
VCPR_PCPR,BAJFINANCE,82,40.24,0.91,-26.48,8.16,-6.03,111.88,-0.28,10,19,53,33.33,43.64
ID_VWAP,ADANIENT,241,50.21,1.32,833.8,28.34,-21.63,306.8,1.16,50,74,117,39.13,57.05
ID_VWAP,TATASTEEL,172,52.91,1.56,52.08,1.6,-1.15,12.77,1.74,27,38,107,43.84,59.6
ID_VWAP,BEL,227,54.19,1.36,106.33,3.25,-2.83,23.0,1.47,38,44,145,50.0,57.36
ID_VWAP,VEDL,232,49.57,0.99,-3.32,4.74,-4.69,75.03,-0.03,26,60,146,52.73,46.72
ID_VWAP,BANKBARODA,228,45.61,0.91,-24.64,2.32,-2.15,52.35,-0.46,33,66,129,42.0,48.44
ID_VWAP,BPCL,226,53.54,1.21,62.88,2.96,-2.81,43.73,0.92,26,60,140,49.5,56.8
ID_VWAP,M&M,158,53.8,1.34,522.37,24.38,-21.23,194.45,1.13,25,24,109,57.65,49.32
ID_VWAP,BAJFINANCE,160,45.0,0.99,-7.26,6.76,-5.61,193.35,-0.06,24,43,93,52.0,38.82
ID_NR4,ADANIENT,88,48.86,1.27,249.1,27.24,-20.49,124.1,0.74,21,27,40,37.84,56.86
ID_NR4,TATASTEEL,86,56.98,1.69,29.52,1.48,-1.16,10.61,1.44,16,18,52,51.35,61.22
ID_NR4,BEL,136,53.68,1.23,41.49,2.99,-2.81,26.05,0.77,18,27,91,53.57,53.75
ID_NR4,VEDL,147,56.46,1.28,89.42,4.88,-4.93,45.65,0.87,21,34,92,62.16,50.68
ID_NR4,BANKBARODA,153,49.02,0.99,-2.36,2.35,-2.29,30.05,-0.05,26,46,81,48.48,49.43
ID_NR4,BPCL,86,52.33,1.13,14.52,2.81,-2.73,36.1,0.37,11,25,50,45.0,58.7
ID_NR4,M&M,77,48.05,1.12,99.12,25.5,-21.11,308.8,0.32,11,14,52,48.84,47.06
ID_NR4,BAJFINANCE,82,42.68,0.95,-12.65,6.98,-5.47,117.0,-0.14,13,25,44,42.86,42.55
PHL_CPRd,ADANIENT,248,56.45,1.52,1185.4,24.8,-21.17,165.15,1.73,54,68,126,66.67,56.33
PHL_CPRd,TATASTEEL,179,49.16,1.43,48.16,1.81,-1.22,13.39,1.38,26,34,119,42.11,57.14
PHL_CPRd,BEL,168,58.33,1.79,149.17,3.44,-2.69,25.18,1.93,28,29,111,55.21,62.5
PHL_CPRd,VEDL,186,52.15,1.31,124.61,5.39,-4.47,59.72,1.05,21,41,124,53.12,50.0
PHL_CPRd,BANKBARODA,184,41.85,0.79,-47.87,2.29,-2.1,69.31,-0.87,17,45,122,42.0,41.67
PHL_CPRd,BPCL,231,48.92,1.04,12.28,2.82,-2.6,67.31,0.17,24,53,154,42.86,49.11
PHL_CPRd,M&M,153,50.33,1.03,61.93,25.74,-25.26,495.15,0.13,17,27,109,53.09,47.22
PHL_CPRd,BAJFINANCE,191,44.5,1.05,31.19,7.21,-5.49,90.04,0.22,24,40,127,47.67,41.9
PHL_VWAP_RSI,ADANIENT,140,58.57,1.82,1059.4,28.74,-22.37,119.5,1.73,36,33,71,66.67,58.39
PHL_VWAP_RSI,TATASTEEL,152,51.32,1.54,49.82,1.82,-1.25,13.39,1.5,22,27,103,43.9,60.0
PHL_VWAP_RSI,BEL,154,57.79,1.61,107.6,3.18,-2.7,26.91,1.8,26,27,101,54.44,62.5
PHL_VWAP_RSI,VEDL,169,53.85,1.38,135.2,5.4,-4.57,63.8,1.18,20,36,113,52.59,56.6
PHL_VWAP_RSI,BANKBARODA,162,42.59,0.72,-54.9,2.02,-2.09,57.05,-1.3,14,37,111,43.33,41.67
PHL_VWAP_RSI,BPCL,123,52.85,0.99,-1.62,2.46,-2.79,38.05,-0.03,10,23,90,42.86,53.45
PHL_VWAP_RSI,M&M,140,51.43,1.11,173.68,25.32,-24.26,406.45,0.38,14,23,103,56.58,45.31
PHL_VWAP_RSI,BAJFINANCE,169,44.38,1.07,33.82,7.31,-5.47,115.43,0.26,21,35,113,47.5,41.57
VCPR_VWAP_CPRd,ADANIENT,254,56.3,1.51,1208.65,25.11,-21.46,185.35,1.74,57,71,126,0.0,56.52
VCPR_VWAP_CPRd,TATASTEEL,103,52.43,1.69,44.52,2.02,-1.32,11.82,1.61,20,26,57,48.28,57.78
VCPR_VWAP_CPRd,BEL,100,59.0,1.98,110.41,3.79,-2.76,14.22,1.62,17,18,65,56.67,62.5
VCPR_VWAP_CPRd,VEDL,113,60.18,1.58,134.87,5.4,-5.16,23.0,1.34,13,24,76,60.67,58.33
VCPR_VWAP_CPRd,BANKBARODA,92,36.96,0.54,-61.66,2.11,-2.3,62.86,-1.8,6,26,60,34.43,41.94
VCPR_VWAP_CPRd,BPCL,229,48.03,1.04,12.28,2.84,-2.53,70.66,0.17,24,55,150,42.86,48.2
VCPR_VWAP_CPRd,M&M,83,45.78,0.91,-107.22,26.93,-25.12,401.7,-0.3,7,19,57,50.0,41.03
VCPR_VWAP_CPRd,BAJFINANCE,103,35.92,0.86,-51.33,8.74,-5.68,152.31,-0.46,14,25,64,34.78,36.84
ID_VWAP_RSI_CPRd,ADANIENT,99,55.56,1.83,812.8,32.69,-22.39,141.85,1.41,27,25,47,40.0,56.38
ID_VWAP_RSI_CPRd,TATASTEEL,112,53.57,1.59,35.86,1.61,-1.17,7.99,1.43,20,21,71,45.28,61.02
ID_VWAP_RSI_CPRd,BEL,126,55.56,1.59,90.09,3.49,-2.75,23.05,1.6,28,24,74,45.95,69.23
ID_VWAP_RSI_CPRd,VEDL,147,51.02,1.22,66.0,4.83,-4.11,46.0,0.72,21,32,94,52.04,48.98
ID_VWAP_RSI_CPRd,BANKBARODA,133,46.62,0.85,-22.16,1.99,-2.05,32.9,-0.58,15,35,83,44.12,49.23
ID_VWAP_RSI_CPRd,BPCL,84,61.9,1.68,55.78,2.66,-2.58,15.05,1.46,10,15,59,42.86,63.64
ID_VWAP_RSI_CPRd,M&M,98,53.06,1.36,363.46,26.34,-21.88,288.35,0.96,17,15,66,60.38,44.44
ID_VWAP_RSI_CPRd,BAJFINANCE,116,46.55,1.04,13.54,6.28,-5.25,150.6,0.14,18,25,73,52.94,41.54
NR4_VWAP_CPRd,ADANIENT,63,57.14,1.72,382.35,25.42,-19.73,95.9,1.38,18,17,28,100.0,56.45
NR4_VWAP_CPRd,TATASTEEL,81,56.79,1.58,23.81,1.42,-1.18,10.68,1.22,15,17,49,51.43,60.87
NR4_VWAP_CPRd,BEL,106,55.66,1.31,37.94,2.73,-2.62,19.4,0.86,15,23,68,50.98,60.0
NR4_VWAP_CPRd,VEDL,119,56.3,1.48,101.63,4.71,-4.11,21.72,1.26,18,26,75,59.74,50.0
NR4_VWAP_CPRd,BANKBARODA,121,47.93,0.79,-30.01,1.9,-2.23,51.2,-0.84,18,38,65,45.9,50.0
NR4_VWAP_CPRd,BPCL,60,58.33,1.99,46.63,2.68,-1.89,9.5,1.66,9,10,41,0.0,58.33
NR4_VWAP_CPRd,M&M,68,47.06,1.11,79.05,25.81,-20.74,255.4,0.27,9,12,47,47.5,46.43
NR4_VWAP_CPRd,BAJFINANCE,77,48.05,1.04,9.3,6.01,-5.32,88.25,0.12,12,21,44,48.48,47.73
PCPR_PHL_VWAP,ADANIENT,160,57.5,1.42,585.65,21.61,-20.62,115.85,1.45,33,50,77,0.0,57.5
PCPR_PHL_VWAP,TATASTEEL,85,54.12,1.59,27.35,1.6,-1.18,9.95,1.26,16,12,57,45.45,59.62
PCPR_PHL_VWAP,BEL,88,56.82,1.51,53.08,3.13,-2.72,38.43,1.17,13,15,60,53.85,61.11
PCPR_PHL_VWAP,VEDL,113,56.64,1.41,102.51,5.48,-5.06,39.12,1.1,17,24,72,58.02,53.12
PCPR_PHL_VWAP,BANKBARODA,77,45.45,0.74,-21.25,1.74,-1.96,22.03,-0.79,10,17,50,54.55,38.64
PCPR_PHL_VWAP,BPCL,126,45.24,0.9,-16.62,2.66,-2.43,35.44,-0.34,12,30,84,42.86,45.38
PCPR_PHL_VWAP,M&M,87,51.72,1.11,116.83,26.28,-25.37,239.52,0.31,13,10,64,60.61,46.3
PCPR_PHL_VWAP,BAJFINANCE,110,47.27,1.14,49.49,7.59,-5.95,85.65,0.45,18,22,70,48.78,46.38
