label,exit_strategy,exit_params,entry_filters,vol_multiplier,ath_lookback,vol_avg_period,total_trades,winners,losers,win_rate,avg_return_pct,avg_winner_pct,avg_loser_pct,max_return_pct,max_loss_pct,profit_factor,expectancy,total_pnl,final_capital,total_return_pct,avg_hold_days,median_return_pct,exit_breakdown
A_MFI7p60_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",MFI(7)>60,2.5,10,30,208,99,109,47.6,3.88,17.72,-8.69,27.87,-14.53,1.84,3.88,4895338,14895338,48.95,27.6,-7.07,end_of_data=5; stop_loss=108; target_hit=95
A_MFI7p50_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",MFI(7)>50,2.5,10,30,232,116,116,50.0,5.98,23.56,-11.61,43.92,-21.83,1.97,5.98,9792575,19792575,97.93,40.4,0.68,end_of_data=8; stop_loss=113; target_hit=111
A_MFI7p60_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",MFI(7)>60,2.5,10,30,208,100,108,48.1,5.16,23.28,-11.62,43.61,-21.83,1.81,5.16,6941925,16941925,69.42,40.8,-10.02,end_of_data=8; stop_loss=105; target_hit=95
A_MFI7p50_TRAIL_8PCT,trailing_sl,Trail=8%,MFI(7)>50,2.5,10,30,232,107,125,46.1,4.38,14.3,-4.1,654.88,-8.0,2.86,4.38,5870185,15870185,58.7,10.2,-0.67,end_of_data=1; trailing_sl=231
A_MFI7p60_TRAIL_8PCT,trailing_sl,Trail=8%,MFI(7)>60,2.5,10,30,208,93,115,44.7,0.81,6.77,-4.0,25.92,-8.0,1.36,0.81,869231,10869231,8.69,8.3,-0.8,end_of_data=1; trailing_sl=207
B_HYBRID_T15_TR8_SL5,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=8%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,106,127,45.5,1.69,9.15,-4.54,25.7,-14.49,1.68,1.69,2147598,12147598,21.48,7.8,-0.71,end_of_data=1; hybrid_sl=47; hybrid_target=36; hybrid_trail=149
B_HYBRID_T15_TR8_SL7,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=8%,SL=7%",Hybrid:Target+Trail,2.5,10,30,233,107,126,45.9,1.8,9.3,-4.57,25.7,-14.49,1.72,1.8,2302675,12302675,23.03,8.0,-0.68,end_of_data=1; hybrid_sl=24; hybrid_target=37; hybrid_trail=171
B_HYBRID_T15_TR8_SL10,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=8%,SL=10%",Hybrid:Target+Trail,2.5,10,30,233,108,125,46.4,1.88,9.25,-4.49,25.7,-15.0,1.77,1.88,2416234,12416234,24.16,8.2,-0.66,end_of_data=1; hybrid_sl=14; hybrid_target=37; hybrid_trail=181
B_HYBRID_T15_TR10_SL5,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=10%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,95,138,40.8,1.71,11.71,-5.17,27.11,-14.49,1.56,1.71,2166645,12166645,21.67,12.3,-2.23,end_of_data=1; hybrid_sl=73; hybrid_target=49; hybrid_trail=110
B_HYBRID_T15_TR10_SL7,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=10%,SL=7%",Hybrid:Target+Trail,2.5,10,30,233,97,136,41.6,1.6,11.74,-5.64,27.11,-14.49,1.49,1.6,2010283,12010283,20.1,12.9,-2.12,end_of_data=1; hybrid_sl=40; hybrid_target=50; hybrid_trail=142
B_HYBRID_T15_TR10_SL10,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=10%,SL=10%",Hybrid:Target+Trail,2.5,10,30,233,98,135,42.1,1.71,11.84,-5.65,27.11,-15.0,1.52,1.71,2163627,12163627,21.64,13.4,-2.12,end_of_data=1; hybrid_sl=18; hybrid_target=51; hybrid_trail=163
B_HYBRID_T15_TR12_SL5,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=12%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,100,133,42.9,2.02,12.61,-5.95,27.11,-14.49,1.59,2.02,2603631,12603632,26.04,14.5,-3.25,end_of_data=2; hybrid_sl=91; hybrid_target=61; hybrid_trail=79
B_HYBRID_T15_TR12_SL7,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=12%,SL=7%",Hybrid:Target+Trail,2.5,10,30,233,103,130,44.2,1.74,12.66,-6.91,27.11,-14.49,1.46,1.74,2199637,12199637,22.0,15.7,-2.6,end_of_data=3; hybrid_sl=63; hybrid_target=63; hybrid_trail=104
B_HYBRID_T15_TR12_SL10,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=12%,SL=10%",Hybrid:Target+Trail,2.5,10,30,233,106,127,45.5,1.83,12.69,-7.24,27.11,-15.0,1.46,1.83,2321666,12321666,23.22,16.8,-2.32,end_of_data=3; hybrid_sl=29; hybrid_target=65; hybrid_trail=136
B_HYBRID_T20_TR8_SL5,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=8%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,106,127,45.5,1.07,7.79,-4.54,25.7,-14.49,1.43,1.07,1309255,11309255,13.09,8.1,-0.71,end_of_data=1; hybrid_sl=47; hybrid_target=12; hybrid_trail=173
B_HYBRID_T20_TR8_SL7,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=8%,SL=7%",Hybrid:Target+Trail,2.5,10,30,233,107,126,45.9,1.18,7.96,-4.57,25.7,-14.49,1.47,1.18,1453629,11453629,14.54,8.3,-0.68,end_of_data=1; hybrid_sl=24; hybrid_target=13; hybrid_trail=195
B_HYBRID_T20_TR8_SL10,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=8%,SL=10%",Hybrid:Target+Trail,2.5,10,30,233,108,125,46.4,1.26,7.92,-4.49,25.7,-15.0,1.52,1.26,1559351,11559351,15.59,8.6,-0.66,end_of_data=1; hybrid_sl=14; hybrid_target=13; hybrid_trail=205
B_HYBRID_T20_TR10_SL5,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=10%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,95,138,40.8,1.03,10.05,-5.17,31.99,-14.49,1.34,1.03,1249674,11249674,12.5,12.8,-2.23,end_of_data=1; hybrid_sl=73; hybrid_target=23; hybrid_trail=136
B_HYBRID_T20_TR10_SL7,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=10%,SL=7%",Hybrid:Target+Trail,2.5,10,30,233,97,136,41.6,0.92,10.12,-5.64,31.99,-14.49,1.28,0.92,1105096,11105096,11.05,13.4,-2.12,end_of_data=1; hybrid_sl=40; hybrid_target=24; hybrid_trail=168
B_HYBRID_T20_TR10_SL10,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=10%,SL=10%",Hybrid:Target+Trail,2.5,10,30,233,98,135,42.1,1.03,10.24,-5.65,31.99,-15.0,1.31,1.03,1246883,11246883,12.47,13.9,-2.12,end_of_data=1; hybrid_sl=18; hybrid_target=25; hybrid_trail=189
B_HYBRID_T20_TR12_SL5,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=12%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,100,133,42.9,1.5,11.4,-5.95,32.06,-14.49,1.44,1.5,1861434,11861434,18.61,15.5,-3.25,end_of_data=2; hybrid_sl=91; hybrid_target=34; hybrid_trail=106
B_HYBRID_T20_TR12_SL7,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=12%,SL=7%",Hybrid:Target+Trail,2.5,10,30,233,103,130,44.2,1.24,11.54,-6.91,32.06,-14.49,1.32,1.24,1514471,11514471,15.14,16.7,-2.6,end_of_data=3; hybrid_sl=63; hybrid_target=36; hybrid_trail=131
B_HYBRID_T20_TR12_SL10,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=12%,SL=10%",Hybrid:Target+Trail,2.5,10,30,233,106,127,45.5,1.3,11.53,-7.24,32.06,-15.0,1.33,1.3,1583037,11583037,15.83,17.8,-2.32,end_of_data=3; hybrid_sl=29; hybrid_target=37; hybrid_trail=164
B_HYBRID_T25_TR8_SL5,target_or_trail,"Hybrid=target_or_trail,T=25%,Trail=8%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,106,127,45.5,1.16,8.0,-4.54,27.61,-14.49,1.46,1.16,1430540,11430540,14.31,8.3,-0.71,end_of_data=1; hybrid_sl=47; hybrid_target=10; hybrid_trail=175
B_HYBRID_T25_TR8_SL7,target_or_trail,"Hybrid=target_or_trail,T=25%,Trail=8%,SL=7%",Hybrid:Target+Trail,2.5,10,30,233,107,126,45.9,1.23,8.06,-4.57,27.61,-14.49,1.49,1.23,1519294,11519294,15.19,8.6,-0.68,end_of_data=1; hybrid_sl=24; hybrid_target=10; hybrid_trail=198
B_HYBRID_T25_TR8_SL10,target_or_trail,"Hybrid=target_or_trail,T=25%,Trail=8%,SL=10%",Hybrid:Target+Trail,2.5,10,30,233,108,125,46.4,1.31,8.03,-4.49,27.61,-15.0,1.53,1.31,1625623,11625623,16.26,8.8,-0.66,end_of_data=1; hybrid_sl=14; hybrid_target=10; hybrid_trail=208
B_HYBRID_T25_TR10_SL5,target_or_trail,"Hybrid=target_or_trail,T=25%,Trail=10%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,95,138,40.8,1.22,10.52,-5.17,44.74,-14.49,1.4,1.22,1499161,11499161,14.99,13.2,-2.23,end_of_data=1; hybrid_sl=73; hybrid_target=18; hybrid_trail=141
B_HYBRID_T25_TR10_SL7,target_or_trail,"Hybrid=target_or_trail,T=25%,Trail=10%,SL=7%",Hybrid:Target+Trail,2.5,10,30,233,97,136,41.6,1.19,10.77,-5.64,44.74,-14.49,1.36,1.19,1451477,11451477,14.51,14.0,-2.12,end_of_data=1; hybrid_sl=40; hybrid_target=19; hybrid_trail=173
B_HYBRID_T25_TR10_SL10,target_or_trail,"Hybrid=target_or_trail,T=25%,Trail=10%,SL=10%",Hybrid:Target+Trail,2.5,10,30,233,98,135,42.1,1.32,10.91,-5.65,44.74,-15.0,1.4,1.32,1620261,11620261,16.2,14.4,-2.12,end_of_data=1; hybrid_sl=18; hybrid_target=20; hybrid_trail=194
B_HYBRID_T25_TR12_SL5,target_or_trail,"Hybrid=target_or_trail,T=25%,Trail=12%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,100,133,42.9,1.88,12.3,-5.95,49.96,-14.49,1.55,1.88,2401042,12401042,24.01,16.3,-3.25,end_of_data=2; hybrid_sl=91; hybrid_target=28; hybrid_trail=112
B_HYBRID_T25_TR12_SL7,target_or_trail,"Hybrid=target_or_trail,T=25%,Trail=12%,SL=7%",Hybrid:Target+Trail,2.5,10,30,233,103,130,44.2,1.73,12.64,-6.91,49.96,-14.49,1.45,1.73,2175027,12175027,21.75,17.6,-2.6,end_of_data=3; hybrid_sl=63; hybrid_target=30; hybrid_trail=137
B_HYBRID_T25_TR12_SL10,target_or_trail,"Hybrid=target_or_trail,T=25%,Trail=12%,SL=10%",Hybrid:Target+Trail,2.5,10,30,233,106,127,45.5,1.8,12.63,-7.24,49.96,-15.0,1.46,1.8,2271367,12271367,22.71,18.6,-2.32,end_of_data=3; hybrid_sl=29; hybrid_target=31; hybrid_trail=170
B_HYBRID_T15_TR8_D30,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=8%,SL=7%",Hybrid:T+TR+TimeCap30d,2.5,10,30,233,107,126,45.9,1.79,9.09,-4.41,25.7,-13.63,1.75,1.79,2291088,12291088,22.91,6.2,-0.57,end_of_data=1; hybrid_sl=22; hybrid_target=36; hybrid_time=6; hybrid_trail=168
B_HYBRID_T15_TR8_D45,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=8%,SL=7%",Hybrid:T+TR+TimeCap45d,2.5,10,30,233,106,127,45.5,1.75,9.16,-4.43,25.7,-13.63,1.73,1.75,2239252,12239252,22.39,6.7,-0.68,end_of_data=1; hybrid_sl=23; hybrid_target=36; hybrid_time=4; hybrid_trail=169
B_HYBRID_T15_TR8_D60,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=8%,SL=7%",Hybrid:T+TR+TimeCap60d,2.5,10,30,233,107,126,45.9,1.81,9.32,-4.57,25.7,-14.49,1.73,1.81,2312465,12312465,23.12,7.0,-0.68,end_of_data=1; hybrid_sl=24; hybrid_target=37; hybrid_time=2; hybrid_trail=169
B_HYBRID_T15_TR10_D30,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=10%,SL=7%",Hybrid:T+TR+TimeCap30d,2.5,10,30,233,97,136,41.6,1.45,11.15,-5.47,27.11,-13.63,1.46,1.45,1802430,11802429,18.02,8.6,-1.98,end_of_data=1; hybrid_sl=38; hybrid_target=46; hybrid_time=9; hybrid_trail=139
B_HYBRID_T15_TR10_D45,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=10%,SL=7%",Hybrid:T+TR+TimeCap45d,2.5,10,30,233,96,137,41.2,1.48,11.43,-5.5,27.11,-13.63,1.46,1.48,1842682,11842682,18.43,9.3,-2.12,end_of_data=1; hybrid_sl=39; hybrid_target=47; hybrid_time=5; hybrid_trail=141
B_HYBRID_T15_TR10_D60,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=10%,SL=7%",Hybrid:T+TR+TimeCap60d,2.5,10,30,233,97,136,41.6,1.54,11.59,-5.64,27.11,-14.49,1.47,1.54,1923339,11923339,19.23,9.6,-2.12,end_of_data=1; hybrid_sl=40; hybrid_target=49; hybrid_time=2; hybrid_trail=141
B_HYBRID_T20_TR8_D30,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=8%,SL=7%",Hybrid:T+TR+TimeCap30d,2.5,10,30,233,107,126,45.9,1.15,7.69,-4.41,25.7,-13.63,1.48,1.15,1410120,11410120,14.1,6.5,-0.57,end_of_data=1; hybrid_sl=22; hybrid_target=11; hybrid_time=7; hybrid_trail=192
B_HYBRID_T20_TR8_D45,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=8%,SL=7%",Hybrid:T+TR+TimeCap45d,2.5,10,30,233,106,127,45.5,1.14,7.81,-4.43,25.7,-13.63,1.47,1.14,1394583,11394583,13.95,7.1,-0.68,end_of_data=1; hybrid_sl=23; hybrid_target=12; hybrid_time=4; hybrid_trail=193
B_HYBRID_T20_TR8_D60,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=8%,SL=7%",Hybrid:T+TR+TimeCap60d,2.5,10,30,233,107,126,45.9,1.19,7.97,-4.57,25.7,-14.49,1.48,1.19,1462744,11462744,14.63,7.4,-0.68,end_of_data=1; hybrid_sl=24; hybrid_target=13; hybrid_time=2; hybrid_trail=193
B_HYBRID_T20_TR10_D30,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=10%,SL=7%",Hybrid:T+TR+TimeCap30d,2.5,10,30,233,97,136,41.6,0.79,9.56,-5.47,31.99,-13.63,1.25,0.79,932218,10932218,9.32,9.0,-1.98,end_of_data=1; hybrid_sl=38; hybrid_target=20; hybrid_time=10; hybrid_trail=164
B_HYBRID_T20_TR10_D45,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=10%,SL=7%",Hybrid:T+TR+TimeCap45d,2.5,10,30,233,96,137,41.2,0.84,9.89,-5.5,31.99,-13.63,1.26,0.84,1000960,11000960,10.01,9.7,-2.12,end_of_data=1; hybrid_sl=39; hybrid_target=22; hybrid_time=5; hybrid_trail=166
B_HYBRID_T20_TR10_D60,target_or_trail,"Hybrid=target_or_trail,T=20%,Trail=10%,SL=7%",Hybrid:T+TR+TimeCap60d,2.5,10,30,233,97,136,41.6,0.89,10.04,-5.64,31.99,-14.49,1.27,0.89,1063256,11063256,10.63,10.1,-2.12,end_of_data=1; hybrid_sl=40; hybrid_target=23; hybrid_time=3; hybrid_trail=166
B_TGTBE_T15_BE3_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=15%,Trail=10%,SL=5%",Hybrid:Target+BE@3%,2.5,10,30,233,46,187,19.7,2.51,18.67,-1.46,25.7,-14.49,3.15,2.51,3368164,13368164,33.68,9.3,0.0,hybrid_breakeven=148; hybrid_sl=39; hybrid_target=46
B_TGTBE_T15_BE3_SL7,target_with_breakeven,"Hybrid=target_with_breakeven,T=15%,Trail=10%,SL=7%",Hybrid:Target+BE@3%,2.5,10,30,233,47,186,20.2,2.41,18.81,-1.73,25.7,-14.49,2.77,2.41,3209281,13209281,32.09,9.9,0.0,hybrid_breakeven=150; hybrid_sl=36; hybrid_target=47
B_TGTBE_T15_BE3_SL10,target_with_breakeven,"Hybrid=target_with_breakeven,T=15%,Trail=10%,SL=10%",Hybrid:Target+BE@3%,2.5,10,30,233,48,185,20.6,2.36,18.86,-1.93,25.7,-15.0,2.53,2.36,3121786,13121786,31.22,11.2,0.0,end_of_data=2; hybrid_breakeven=153; hybrid_sl=30; hybrid_target=48
B_TGTBE_T15_BE5_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=15%,Trail=10%,SL=5%",Hybrid:Target+BE@5%,2.5,10,30,233,54,179,23.2,2.42,18.13,-2.33,25.7,-14.49,2.33,2.42,3215561,13215561,32.16,11.9,0.0,end_of_data=1; hybrid_breakeven=118; hybrid_sl=61; hybrid_target=53
B_TGTBE_T15_BE5_SL7,target_with_breakeven,"Hybrid=target_with_breakeven,T=15%,Trail=10%,SL=7%",Hybrid:Target+BE@5%,2.5,10,30,233,55,178,23.6,2.31,18.26,-2.61,25.7,-14.49,2.16,2.31,3054598,13054598,30.55,13.1,0.0,end_of_data=2; hybrid_breakeven=125; hybrid_sl=52; hybrid_target=54
B_TGTBE_T15_BE5_SL10,target_with_breakeven,"Hybrid=target_with_breakeven,T=15%,Trail=10%,SL=10%",Hybrid:Target+BE@5%,2.5,10,30,233,57,176,24.5,2.28,18.29,-2.9,25.7,-15.0,2.03,2.28,3006707,13006707,30.07,15.1,0.0,end_of_data=4; hybrid_breakeven=130; hybrid_sl=43; hybrid_target=56
B_TGTBE_T15_BE7_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=15%,Trail=10%,SL=5%",Hybrid:Target+BE@7%,2.5,10,30,233,64,169,27.5,2.54,17.97,-3.3,27.11,-14.49,2.04,2.54,3402306,13402306,34.02,13.8,0.0,end_of_data=2; hybrid_breakeven=85; hybrid_sl=84; hybrid_target=62
B_TGTBE_T15_BE7_SL7,target_with_breakeven,"Hybrid=target_with_breakeven,T=15%,Trail=10%,SL=7%",Hybrid:Target+BE@7%,2.5,10,30,233,66,167,28.3,2.34,18.06,-3.87,27.11,-14.49,1.85,2.34,3090830,13090830,30.91,15.9,0.0,end_of_data=3; hybrid_breakeven=93; hybrid_sl=73; hybrid_target=64
B_TGTBE_T15_BE7_SL10,target_with_breakeven,"Hybrid=target_with_breakeven,T=15%,Trail=10%,SL=10%",Hybrid:Target+BE@7%,2.5,10,30,233,70,163,30.0,2.16,17.84,-4.57,27.11,-15.99,1.67,2.16,2810041,12810041,28.1,18.8,0.0,end_of_data=6; hybrid_breakeven=97; hybrid_sl=63; hybrid_target=67
B_TGTBE_T20_BE3_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=5%",Hybrid:Target+BE@3%,2.5,10,30,233,37,196,15.9,2.74,24.63,-1.4,32.06,-14.49,3.32,2.74,3712189,13712189,37.12,10.3,0.0,hybrid_breakeven=157; hybrid_sl=39; hybrid_target=37
B_TGTBE_T20_BE3_SL7,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",Hybrid:Target+BE@3%,2.5,10,30,233,38,195,16.3,2.64,24.64,-1.65,32.06,-14.49,2.93,2.64,3549218,13549218,35.49,10.9,0.0,hybrid_breakeven=159; hybrid_sl=36; hybrid_target=38
B_TGTBE_T20_BE3_SL10,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=10%",Hybrid:Target+BE@3%,2.5,10,30,233,39,194,16.7,2.58,24.56,-1.84,32.06,-15.0,2.66,2.58,3459471,13459471,34.59,12.2,0.0,end_of_data=2; hybrid_breakeven=162; hybrid_sl=30; hybrid_target=39
B_TGTBE_T20_BE5_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=5%",Hybrid:Target+BE@5%,2.5,10,30,233,43,190,18.5,2.64,23.97,-2.19,32.06,-14.49,2.43,2.64,3547920,13547920,35.48,13.3,0.0,end_of_data=1; hybrid_breakeven=129; hybrid_sl=61; hybrid_target=42
B_TGTBE_T20_BE5_SL7,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",Hybrid:Target+BE@5%,2.5,10,30,233,44,189,18.9,2.53,23.99,-2.46,32.06,-14.49,2.26,2.53,3382909,13382909,33.83,14.5,0.0,end_of_data=2; hybrid_breakeven=136; hybrid_sl=52; hybrid_target=43
B_TGTBE_T20_BE5_SL10,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=10%",Hybrid:Target+BE@5%,2.5,10,30,233,46,187,19.7,2.53,23.9,-2.73,32.06,-15.0,2.12,2.53,3369157,13369157,33.69,16.6,0.0,end_of_data=4; hybrid_breakeven=141; hybrid_sl=43; hybrid_target=45
B_TGTBE_T20_BE7_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=5%",Hybrid:Target+BE@7%,2.5,10,30,233,50,183,21.5,2.71,23.82,-3.05,38.14,-14.49,2.09,2.71,3662132,13662132,36.62,15.4,0.0,end_of_data=2; hybrid_breakeven=99; hybrid_sl=84; hybrid_target=48
B_TGTBE_T20_BE7_SL7,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",Hybrid:Target+BE@7%,2.5,10,30,233,52,181,22.3,2.62,24.15,-3.57,40.03,-14.49,1.93,2.62,3498982,13498982,34.99,17.5,0.0,end_of_data=3; hybrid_breakeven=107; hybrid_sl=73; hybrid_target=50
B_TGTBE_T20_BE7_SL10,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=10%",Hybrid:Target+BE@7%,2.5,10,30,233,56,177,24.0,2.48,23.62,-4.21,40.03,-15.99,1.75,2.48,3273485,13273485,32.73,20.5,0.0,end_of_data=6; hybrid_breakeven=111; hybrid_sl=63; hybrid_target=53
B_TGTBE_T25_BE3_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=25%,Trail=10%,SL=5%",Hybrid:Target+BE@3%,2.5,10,30,233,34,199,14.6,3.2,30.01,-1.38,44.74,-14.49,3.72,3.2,4465075,14465075,44.65,11.7,0.0,hybrid_breakeven=160; hybrid_sl=39; hybrid_target=34
B_TGTBE_T25_BE3_SL7,target_with_breakeven,"Hybrid=target_with_breakeven,T=25%,Trail=10%,SL=7%",Hybrid:Target+BE@3%,2.5,10,30,233,35,198,15.0,3.18,30.38,-1.63,44.74,-14.49,3.34,3.18,4419198,14419198,44.19,12.4,0.0,hybrid_breakeven=162; hybrid_sl=36; hybrid_target=35
B_TGTBE_T25_BE3_SL10,target_with_breakeven,"Hybrid=target_with_breakeven,T=25%,Trail=10%,SL=10%",Hybrid:Target+BE@3%,2.5,10,30,233,36,197,15.5,3.14,30.23,-1.81,44.74,-15.0,3.04,3.14,4351569,14351569,43.52,13.7,0.0,end_of_data=2; hybrid_breakeven=165; hybrid_sl=30; hybrid_target=36
B_TGTBE_T25_BE5_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=25%,Trail=10%,SL=5%",Hybrid:Target+BE@5%,2.5,10,30,233,40,193,17.2,3.25,29.36,-2.16,44.74,-14.49,2.76,3.25,4539801,14539801,45.4,14.7,0.0,end_of_data=1; hybrid_breakeven=132; hybrid_sl=61; hybrid_target=39
B_TGTBE_T25_BE5_SL7,target_with_breakeven,"Hybrid=target_with_breakeven,T=25%,Trail=10%,SL=7%",Hybrid:Target+BE@5%,2.5,10,30,233,41,192,17.6,3.23,29.69,-2.42,44.74,-14.49,2.61,3.23,4489365,14489365,44.89,16.1,0.0,end_of_data=2; hybrid_breakeven=139; hybrid_sl=52; hybrid_target=40
B_TGTBE_T25_BE5_SL10,target_with_breakeven,"Hybrid=target_with_breakeven,T=25%,Trail=10%,SL=10%",Hybrid:Target+BE@5%,2.5,10,30,233,43,190,18.5,3.25,29.49,-2.69,44.74,-15.0,2.45,3.25,4523875,14523875,45.24,18.2,0.0,end_of_data=4; hybrid_breakeven=144; hybrid_sl=43; hybrid_target=42
B_TGTBE_T25_BE7_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=25%,Trail=10%,SL=5%",Hybrid:Target+BE@7%,2.5,10,30,233,46,187,19.7,3.27,28.72,-2.99,44.74,-14.49,2.32,3.27,4564183,14564183,45.64,17.0,0.0,end_of_data=2; hybrid_breakeven=103; hybrid_sl=84; hybrid_target=44
B_TGTBE_T25_BE7_SL7,target_with_breakeven,"Hybrid=target_with_breakeven,T=25%,Trail=10%,SL=7%",Hybrid:Target+BE@7%,2.5,10,30,233,48,185,20.6,3.25,29.25,-3.49,44.74,-14.49,2.17,3.25,4517159,14517159,45.17,19.2,0.0,end_of_data=3; hybrid_breakeven=111; hybrid_sl=73; hybrid_target=46
B_TGTBE_T25_BE7_SL10,target_with_breakeven,"Hybrid=target_with_breakeven,T=25%,Trail=10%,SL=10%",Hybrid:Target+BE@7%,2.5,10,30,233,52,181,22.3,3.17,28.53,-4.12,44.74,-15.99,1.97,3.17,4364724,14364724,43.65,22.2,0.0,end_of_data=6; hybrid_breakeven=115; hybrid_sl=63; hybrid_target=49
B_TGTBE_T30_BE3_SL5,target_with_breakeven,"Hybrid=target_with_breakeven,T=30%,Trail=10%,SL=5%",Hybrid:Target+BE@3%,2.5,10,30,233,32,201,13.7,3.43,33.56,-1.36,44.74,-14.49,3.9,3.43,4847882,14847882,48.48,12.7,0.0,hybrid_breakeven=162; hybrid_sl=39; hybrid_target=32
