date,daily_pnl,equity
2024-03-18,-616.54,299383.46
2024-03-19,-541.11,298842.35
2024-03-20,-1307.53,297534.82
2024-03-21,-873.29,296661.53
2024-03-22,-291.94,296369.59
2024-03-26,-1695.75,294673.85
2024-03-27,-587.70,294086.14
2024-03-28,-674.60,293411.54
2024-04-01,-274.27,293137.27
2024-04-02,-593.35,292543.92
2024-04-03,-834.19,291709.73
2024-04-04,-583.93,291125.80
2024-04-05,-293.91,290831.89
2024-04-09,177.91,291009.80
2024-04-10,-315.03,290694.76
2024-04-12,-506.35,290188.41
2024-04-15,-1757.23,288431.18
2024-04-18,-1453.97,286977.21
2024-04-19,-404.89,286572.32
2024-04-22,-294.18,286278.15
2024-04-23,-685.78,285592.37
2024-04-25,-284.22,285308.15
2024-04-26,-119.66,285188.49
2024-04-29,-288.89,284899.60
2024-04-30,-985.48,283914.13
2024-05-03,-185.61,283728.51
2024-05-06,-1920.04,281808.47
2024-05-07,-361.62,281446.85
2024-05-08,-1184.92,280261.93
2024-05-09,703.76,280965.69
2024-05-13,122.97,281088.67
2024-05-14,875.97,281964.64
2024-05-15,-1229.13,280735.51
2024-05-16,-1631.00,279104.51
2024-05-17,-744.84,278359.67
2024-05-21,-357.88,278001.79
2024-05-22,65.68,278067.47
2024-05-23,-566.82,277500.65
2024-05-24,-2489.58,275011.07
2024-05-27,-1979.92,273031.15
2024-05-28,-1318.09,271713.05
2024-05-29,-963.66,270749.40
2024-05-30,-1663.14,269086.26
2024-05-31,-1209.65,267876.62
2024-06-04,-2843.48,265033.14
2024-06-05,141.64,265174.78
2024-06-06,-833.46,264341.32
2024-06-07,-214.03,264127.29
2024-06-10,-23.78,264103.51
2024-06-12,-354.46,263749.04
2024-06-13,-987.20,262761.84
2024-06-14,-226.12,262535.72
2024-06-18,-241.91,262293.81
2024-06-20,-274.45,262019.36
2024-06-21,-1657.87,260361.50
2024-06-24,-96.45,260265.04
2024-06-25,-1389.51,258875.54
2024-06-26,-1299.30,257576.24
2024-06-28,-565.87,257010.37
2024-07-01,-1026.18,255984.19
2024-07-02,-2591.55,253392.64
2024-07-03,-1035.67,252356.97
2024-07-04,-671.47,251685.50
2024-07-08,-398.12,251287.38
2024-07-09,-564.63,250722.75
2024-07-10,-433.36,250289.39
2024-07-11,-597.44,249691.95
2024-07-12,-1854.15,247837.80
2024-07-15,-646.34,247191.45
2024-07-16,-824.51,246366.95
2024-07-18,-368.44,245998.51
2024-07-19,-112.95,245885.56
2024-07-22,-873.62,245011.95
2024-07-23,-2625.54,242386.41
2024-07-24,233.57,242619.97
2024-07-25,-1398.56,241221.41
2024-07-26,-138.92,241082.49
2024-07-30,-1139.87,239942.62
2024-07-31,-1255.75,238686.87
2024-08-01,-2502.75,236184.12
2024-08-02,-254.37,235929.74
2024-08-05,-861.21,235068.53
2024-08-07,-288.04,234780.49
2024-08-08,-624.71,234155.78
2024-08-09,-1191.89,232963.89
2024-08-12,-1470.08,231493.81
2024-08-13,-415.42,231078.38
2024-08-16,-3651.97,227426.42
2024-08-19,-838.54,226587.87
2024-08-20,-1166.53,225421.34
2024-08-21,-507.77,224913.57
2024-08-23,-385.55,224528.02
2024-08-26,1.20,224529.22
2024-08-27,-1801.13,222728.08
2024-08-28,-336.89,222391.19
2024-08-29,-606.42,221784.77
2024-09-02,-196.43,221588.34
2024-09-03,-692.38,220895.96
2024-09-04,-277.74,220618.23
2024-09-05,-1399.06,219219.17
2024-09-06,-666.36,218552.81
2024-09-09,-1634.02,216918.79
2024-09-10,-1736.81,215181.98
2024-09-11,-1332.20,213849.78
2024-09-12,-1402.44,212447.34
2024-09-13,223.65,212670.98
2024-09-16,-158.19,212512.79
2024-09-17,-747.20,211765.59
2024-09-18,-1459.63,210305.96
2024-09-19,-1551.77,208754.19
2024-09-20,-1046.00,207708.19
2024-09-24,-1454.88,206253.31
2024-09-25,-2565.73,203687.58
2024-09-26,-633.15,203054.44
2024-09-27,200.55,203254.99
2024-09-30,-1052.20,202202.79
2024-10-03,861.03,203063.82
2024-10-04,-5110.73,197953.09
2024-10-07,-465.69,197487.40
2024-10-08,563.34,198050.73
2024-10-10,-592.31,197458.42
2024-10-11,-940.47,196517.95
2024-10-14,-1169.38,195348.57
2024-10-15,-1712.76,193635.81
2024-10-16,-2479.23,191156.58
2024-10-18,-463.08,190693.49
2024-10-21,-884.22,189809.27
2024-10-22,-389.95,189419.32
2024-10-23,-2069.38,187349.95
2024-10-24,-867.17,186482.77
2024-10-28,70.38,186553.15
2024-10-29,-2306.19,184246.96
2024-10-31,335.64,184582.60
2024-11-04,-941.49,183641.11
2024-11-05,-389.63,183251.48
2024-11-06,-652.04,182599.44
2024-11-07,-842.25,181757.19
2024-11-08,-791.81,180965.38
2024-11-11,-2001.34,178964.04
2024-11-12,-213.82,178750.23
2024-11-13,-7.81,178742.42
2024-11-14,-31.22,178711.20
2024-11-19,18.70,178729.90
2024-11-21,-57.81,178672.09
2024-11-22,-123.12,178548.97
2024-11-25,-213.42,178335.54
2024-11-27,-711.84,177623.70
2024-11-28,-2273.19,175350.51
2024-11-29,-1985.80,173364.71
2024-12-02,-1975.75,171388.96
2024-12-03,153.18,171542.14
2024-12-05,-1816.39,169725.76
2024-12-06,-262.72,169463.04
2024-12-09,-1418.92,168044.12
2024-12-10,-768.44,167275.68
2024-12-11,21.19,167296.87
2024-12-13,-1638.79,165658.08
2024-12-16,-526.25,165131.83
2024-12-17,-1596.26,163535.56
2024-12-18,-83.74,163451.83
2024-12-19,-720.56,162731.27
2024-12-23,-739.36,161991.91
2024-12-24,-1765.37,160226.54
2024-12-26,-262.59,159963.95
2024-12-27,-1608.46,158355.49
2024-12-30,-808.15,157547.34
2024-12-31,-1691.05,155856.29
2025-01-01,-729.28,155127.01
2025-01-02,-1219.68,153907.32
2025-01-03,-20.01,153887.31
2025-01-06,986.99,154874.30
2025-01-08,771.59,155645.90
2025-01-09,-420.71,155225.19
2025-01-10,-494.18,154731.00
2025-01-14,-33.21,154697.80
2025-01-15,-1057.31,153640.49
2025-01-16,-998.57,152641.92
2025-01-17,-1619.16,151022.75
2025-01-20,-107.05,150915.71
2025-01-22,-832.84,150082.87
2025-01-23,-665.35,149417.51
2025-01-24,-1604.50,147813.01
2025-01-27,-4255.87,143557.14
2025-01-28,-274.49,143282.65
2025-01-30,331.26,143613.91
2025-01-31,-169.41,143444.50
2025-02-01,584.69,144029.19
2025-02-03,-939.97,143089.22
2025-02-04,888.36,143977.58
2025-02-05,-1040.91,142936.67
2025-02-07,-2156.76,140779.91
2025-02-10,-1490.80,139289.10
2025-02-11,221.50,139510.61
2025-02-12,-1293.66,138216.94
2025-02-13,-2102.89,136114.05
2025-02-17,-1059.49,135054.57
2025-02-18,-1926.10,133128.47
2025-02-19,-1156.87,131971.60
2025-02-20,-232.98,131738.62
2025-02-21,-1001.40,130737.22
2025-02-24,-1242.64,129494.58
2025-02-25,-589.47,128905.12
2025-02-27,-495.99,128409.13
2025-02-28,336.86,128745.99
2025-03-04,1298.29,130044.28
2025-03-05,1980.73,132025.01
2025-03-06,563.56,132588.57
2025-03-07,-472.34,132116.24
2025-03-11,-1058.09,131058.15
2025-03-12,-1066.30,129991.85
2025-03-13,-848.83,129143.02
2025-03-17,-1669.71,127473.31
2025-03-19,-301.17,127172.14
2025-03-20,-591.81,126580.33
2025-03-21,-310.21,126270.12
2025-03-24,-1071.29,125198.83
2025-03-25,-410.57,124788.26
2025-03-27,838.54,125626.80
2025-03-28,-524.19,125102.61
2025-04-01,-213.70,124888.91
2025-04-02,-2229.97,122658.94
2025-04-04,-525.20,122133.74
2025-04-08,-1191.96,120941.78
2025-04-09,-2102.65,118839.13
2025-04-16,155.53,118994.65
2025-04-17,1761.18,120755.83
2025-04-21,858.99,121614.82
2025-04-22,-897.24,120717.58
2025-04-23,-1603.59,119113.99
2025-04-24,-1137.18,117976.81
2025-04-28,-934.62,117042.19
2025-04-29,-1795.02,115247.17
2025-04-30,-1572.23,113674.94
2025-05-02,-1088.57,112586.37
2025-05-06,-553.53,112032.83
2025-05-07,-2380.57,109652.27
2025-05-08,1147.13,110799.40
2025-05-09,-479.63,110319.77
2025-05-12,428.24,110748.02
2025-05-14,-635.69,110112.32
2025-05-15,-607.90,109504.43
2025-05-16,-570.52,108933.91
2025-05-19,-547.00,108386.91
2025-05-20,1216.95,109603.86
2025-05-22,-89.12,109514.75
2025-05-23,-872.98,108641.76
2025-05-26,-1165.80,107475.96
2025-05-27,-2315.32,105160.64
2025-05-28,-1850.64,103310.00
2025-05-30,316.06,103626.06
2025-06-02,-418.04,103208.02
2025-06-03,-494.41,102713.61
2025-06-04,382.70,103096.31
2025-06-05,-1337.73,101758.59
2025-06-09,-1694.80,100063.79
2025-06-10,-1264.36,98799.43
2025-06-11,-815.59,97983.84
2025-06-12,-632.77,97351.07
2025-06-13,-302.32,97048.75
2025-06-16,-1724.31,95324.43
2025-06-17,-930.33,94394.10
2025-06-18,39.54,94433.64
2025-06-19,-898.86,93534.78
2025-06-20,-250.42,93284.36
2025-06-23,-1047.07,92237.29
2025-06-24,-319.40,91917.89
2025-06-25,-1382.64,90535.26
2025-06-26,-588.10,89947.16
2025-06-27,-697.75,89249.41
2025-07-01,-1282.19,87967.21
2025-07-02,645.65,88612.87
2025-07-03,-1332.34,87280.52
2025-07-04,-651.37,86629.15
2025-07-07,-933.80,85695.35
2025-07-09,-1658.03,84037.32
2025-07-10,-203.66,83833.66
2025-07-11,620.04,84453.70
2025-07-14,-1521.91,82931.79
2025-07-15,-643.11,82288.68
2025-07-17,-1431.71,80856.97
2025-07-18,-1417.04,79439.93
2025-07-21,120.62,79560.54
2025-07-22,-20.40,79540.14
2025-07-23,-1552.20,77987.94
2025-07-25,-566.12,77421.82
2025-07-28,-194.55,77227.27
2025-07-29,-602.30,76624.97
2025-07-30,-185.14,76439.83
2025-07-31,-1878.19,74561.64
2025-08-04,552.31,75113.95
2025-08-05,-1198.41,73915.54
2025-08-06,176.03,74091.57
2025-08-07,-614.49,73477.09
2025-08-08,105.02,73582.11
2025-08-11,-710.70,72871.40
2025-08-12,-571.06,72300.34
2025-08-13,-346.76,71953.58
2025-08-14,-1077.81,70875.77
2025-08-18,87.37,70963.14
2025-08-19,-1058.39,69904.75
2025-08-20,-1450.29,68454.46
2025-08-21,-152.88,68301.59
2025-08-22,-686.57,67615.02
2025-08-26,-349.93,67265.09
2025-08-28,-2119.85,65145.24
2025-08-29,-1807.60,63337.64
2025-09-01,323.19,63660.82
2025-09-03,-754.97,62905.85
2025-09-04,-358.27,62547.58
2025-09-05,-749.52,61798.05
2025-09-08,-26.72,61771.33
2025-09-09,-1052.48,60718.85
2025-09-11,290.40,61009.25
2025-09-12,-830.52,60178.73
2025-09-15,-277.36,59901.37
2025-09-16,-1416.57,58484.80
2025-09-17,-928.69,57556.11
2025-09-19,-268.79,57287.33
2025-09-22,-686.44,56600.88
2025-09-23,-60.13,56540.75
2025-09-24,-2235.61,54305.14
2025-09-25,-22.51,54282.63
2025-09-29,-1590.87,52691.76
2025-09-30,-131.11,52560.66
2025-10-01,-565.57,51995.09
2025-10-03,-61.64,51933.45
2025-10-06,-934.95,50998.49
2025-10-07,-990.13,50008.37
2025-10-08,-196.82,49811.55
2025-10-09,-1432.63,48378.92
2025-10-10,-982.92,47396.00
2025-10-13,502.07,47898.08
2025-10-14,32.77,47930.84
2025-10-15,681.12,48611.96
2025-10-16,-1680.00,46931.96
2025-10-17,-918.11,46013.85
2025-10-23,-473.55,45540.30
2025-10-24,-962.53,44577.76
2025-10-27,-1871.89,42705.87
2025-10-29,412.93,43118.80
2025-10-30,-540.11,42578.70
2025-10-31,-1563.79,41014.91
2025-11-03,-1342.41,39672.50
2025-11-04,-1463.26,38209.25
2025-11-06,-1566.19,36643.06
2025-11-07,432.63,37075.69
2025-11-10,-677.82,36397.87
2025-11-11,49.71,36447.57
2025-11-12,-432.57,36015.01
2025-11-14,-890.21,35124.79
2025-11-17,-1426.87,33697.93
2025-11-18,-40.08,33657.85
2025-11-19,-162.70,33495.14
2025-11-20,570.86,34066.01
2025-11-24,-284.42,33781.58
2025-11-27,-424.85,33356.74
2025-11-28,-611.57,32745.17
2025-12-01,-100.96,32644.21
2025-12-02,-314.09,32330.12
2025-12-05,-266.86,32063.26
2025-12-08,238.80,32302.06
2025-12-09,140.38,32442.44
2025-12-10,-54.09,32388.35
2025-12-11,-547.34,31841.01
2025-12-12,-513.18,31327.83
2025-12-16,295.01,31622.84
2025-12-17,175.41,31798.26
2025-12-18,-1244.70,30553.56
2025-12-19,-575.53,29978.03
2025-12-22,-207.06,29770.97
2025-12-24,-729.12,29041.85
2025-12-29,-275.24,28766.61
2025-12-30,-659.12,28107.48
2026-01-01,-637.90,27469.59
2026-01-02,-610.44,26859.15
2026-01-07,-82.92,26776.23
2026-01-09,-123.58,26652.65
2026-01-13,53.17,26705.82
2026-01-14,-369.16,26336.65
2026-01-19,-367.62,25969.03
2026-01-20,393.34,26362.37
2026-01-23,649.92,27012.29
2026-02-03,59.61,27071.90
2026-02-10,-291.94,26779.96
2026-02-19,-25.81,26754.15
2026-02-26,-587.39,26166.76
2026-03-04,-479.12,25687.64
2026-03-10,97.02,25784.66
